"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 07 15:11:44 CST 2023","Tue Mar 07 15:11:44 CST 2023","107","testcases","test_goods_cat","","","","test_get_goods_caat",""
